CAMIS,DBA,BORO,BUILDING,STREET,NEIGHBOURHOOD,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,CITY,STATUS,Restaurant Name,Area,Cuisine Type,Hygiene Score,Hygiene Rating,Inspector Comments,Is_Brand
30001797,Rahat Tikka,Lahore,91,Model Town Rd,Garden Town,54750,+92-318-7599252,BBQ,2022-09-20,Warning Issued,Not Critical,83,B,2022-10-20,2022-10-11,Routine Inspection,31.558035,74.224968,Lahore,Active,Rahat Tikka,Garden Town,BBQ,83,Good,Some utensils dirty; advised deep clean.,False
30001798,Rahat Tikka 884,Lahore,21,Township Rd,Township,54790,+92-317-6435024,BBQ,2022-04-05,Warning Issued,Not Critical,71,B,2022-05-04,2022-04-30,Follow-up,31.471209,74.375348,Lahore,Active,Rahat Tikka 884,Township,BBQ,71,Good,Chilled items slightly above recommended temp.,False
30001799,Mughal Darbar Model,Lahore,340,Canal Bank Rd,Model Town,54700,+92-312-5807265,Fast Food,2024-05-21,Warning Issued,Not Critical,74,B,2024-06-04,2024-06-06,Routine Inspection,31.538324,74.378881,Lahore,Active,Mughal Darbar Model,Model Town,Fast Food,74,Good,Pests not observed but sanitation needs work.,False
30001800,Rahat Tikka,Lahore,345,Commercial Ave,Johar Town,54782,+92-323-9940552,BBQ,2023-10-07,Re-inspection Required,Not Critical,84,B,2023-11-06,2023-10-12,Routine Inspection,31.529058,74.362209,Lahore,Active,Rahat Tikka,Johar Town,BBQ,84,Good,Packaging labels missing; hygiene average.,False
30001801,Sufi Biryani,Lahore,235,Samanabad Rd,Samanabad,54760,+92-42-5971418,Fast Food,2024-10-29,Warning Issued,Not Critical,78,B,2024-11-15,2024-12-07,Complaint-Based,31.493325,74.294542,Lahore,Active,Sufi Biryani,Samanabad,Fast Food,78,Good,Storage practices need improvement.,False
30001802,Rahat Tikka Model,Lahore,496,Canal Bank Rd,Model Town,54700,+92-307-8233666,BBQ,2023-06-29,Passed,Not Critical,85,A,2023-07-15,2023-07-08,Complaint-Based,31.646435,74.397313,Lahore,Active,Rahat Tikka Model,Model Town,BBQ,85,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001803,Lakshmi Chaat Allama,Lahore,280,Central Ave,Allama Iqbal Town,54740,+92-318-1658967,Desi,2023-02-16,Warning Issued,Not Critical,76,B,2023-02-27,2023-03-13,Follow-up,31.64715,74.379987,Lahore,Active,Lakshmi Chaat Allama,Allama Iqbal Town,Desi,76,Good,Pests not observed but sanitation needs work.,False
30001804,Butt Karahi,Lahore,72,Canal Bank Rd,Gaddafi Stadium,54780,+92-310-8878965,Fast Food,2023-03-03,Warning Issued,Not Critical,54,C,2023-03-06,2023-03-12,Complaint-Based,31.527878,74.296753,Lahore,Active,Butt Karahi,Gaddafi Stadium,Fast Food,54,Average,Chilled items slightly above recommended temp.,False
30001805,Butt Karahi,Lahore,38,Canal Bank Rd,Gaddafi Stadium,54780,+92-335-6727967,Fast Food,2024-07-26,Warning Issued,Not Critical,73,B,2024-08-20,2024-09-01,Routine Inspection,31.523482,74.228372,Lahore,Active,Butt Karahi,Gaddafi Stadium,Fast Food,73,Good,Chilled items slightly above recommended temp.,False
30001806,Heritage Bistro,Lahore,93,Market Rd,Samanabad,54760,+92-300-1014095,Chinese,2024-10-02,Warning Issued,Not Critical,63,C,2024-10-22,2024-11-09,Routine Inspection,31.589557,74.241108,Lahore,Active,Heritage Bistro,Samanabad,Chinese,63,Average,Packaging labels missing; hygiene average.,False
30001807,Al-Nakhal,Lahore,462,MM Alam Rd,Gulberg,54660,+92-315-7805884,Chinese,2023-01-23,Advisory Issued,Not Critical,98,A,2023-02-05,2023-02-26,Complaint-Based,31.573306,74.335931,Lahore,Active,Al-Nakhal,Gulberg,Chinese,98,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001808,Garden Bites Liberty,Lahore,444,Liberty Market,Liberty Market,54060,+92-302-8150285,Pakistani,2022-02-20,Re-inspection Required,Not Critical,81,B,2022-03-18,2022-03-09,Follow-up,31.499504,74.289028,Lahore,Active,Garden Bites Liberty,Liberty Market,Pakistani,81,Good,Storage practices need improvement.,False
30001809,Garden Bites,Lahore,402,Market Rd,Old Anarkali,54010,+92-331-6182014,Burgers,2023-02-08,Re-inspection Required,Not Critical,82,B,2023-03-01,2023-03-20,Enforcement Raid,31.497672,74.382085,Lahore,Active,Garden Bites,Old Anarkali,Burgers,82,Good,Packaging labels missing; hygiene average.,False
30001810,Mughal Darbar Ferozepur,Lahore,224,Ferozepur Rd,Ferozepur Road,54770,+92-42-9130777,Desi,2023-09-09,Warning Issued,Not Critical,71,B,2023-09-17,2023-10-02,Enforcement Raid,31.535817,74.304705,Lahore,Active,Mughal Darbar Ferozepur,Ferozepur Road,Desi,71,Good,Chilled items slightly above recommended temp.,False
30001811,Waris Nihari Johar,Lahore,390,Main Blvd,Johar Town,54782,+92-304-5597859,BBQ,2024-09-28,No Action Needed,Not Critical,89,A,2024-10-18,2024-10-02,Complaint-Based,31.471765,74.346803,Lahore,Active,Waris Nihari Johar,Johar Town,BBQ,89,Excellent,Storage organized; recommend improved handwashing.,False
30001812,Kebab Korner,Lahore,257,Shahdara Rd,Shahdara,54050,+92-316-3886103,BBQ,2022-06-18,Fine Imposed,Not Critical,62,C,2022-07-10,2022-07-02,Follow-up,31.474535,74.312637,Lahore,Active,Kebab Korner,Shahdara,BBQ,62,Average,Storage practices need improvement.,False
30001813,Al-Nakhal Walton,Lahore,8,Walton Rd,Walton Road,54040,+92-308-1112758,Burgers,2023-07-14,Closure Recommended,Critical,38,D,2023-07-28,2023-08-13,Routine Inspection,31.522676,74.365526,Lahore,Under Investigation,Al-Nakhal Walton,Walton Road,Burgers,38,Poor,Contaminated oil observed; seal recommended.,False
30001814,Rahat Tikka Cavalry,Lahore,57,Main Blvd,Cavalry,54020,+92-318-6295740,BBQ,2024-05-05,No Action Needed,Not Critical,88,A,2024-05-23,2024-05-10,Routine Inspection,31.530374,74.363759,Lahore,Active,Rahat Tikka Cavalry,Cavalry,BBQ,88,Excellent,Minor record-keeping issues; overall good.,False
30001815,Spice Corner,Lahore,190,Mall Rd,Packages Mall,54780,+92-328-7702473,Chinese,2024-08-28,Warning Issued,Not Critical,66,C,2024-09-24,2024-09-13,Enforcement Raid,31.644533,74.209374,Lahore,Active,Spice Corner,Packages Mall,Chinese,66,Average,Significant cleanliness issues; pests present.,False
30001816,Majestic Grill 369,Lahore,65,Market Rd,Samanabad,54760,+92-308-8311348,BBQ,2023-09-29,Re-inspection Required,Not Critical,80,B,2023-10-01,2023-10-30,Complaint-Based,31.462405,74.314645,Lahore,Active,Majestic Grill 369,Samanabad,BBQ,80,Good,Pests not observed but sanitation needs work.,False
30001817,Waris Nihari Cavalry,Lahore,266,Canal Bank Rd,Cavalry,54020,+92-332-9181418,BBQ,2024-08-16,Advisory Issued,Not Critical,86,A,2024-08-20,2024-08-26,Routine Inspection,31.536225,74.337388,Lahore,Active,Waris Nihari Cavalry,Cavalry,BBQ,86,Excellent,Storage organized; recommend improved handwashing.,False
30001818,Taste of Lahore 777,Lahore,186,Canal Bank Rd,Garden Town,54750,+92-338-3854940,Continental,2024-08-15,Re-inspection Required,Not Critical,63,C,2024-08-31,2024-09-11,Complaint-Based,31.45694,74.275981,Lahore,Active,Taste of Lahore 777,Garden Town,Continental,63,Average,Contaminated oil observed; seal recommended.,False
30001819,Royal Kabab House,Lahore,72,Commercial Ave,DHA Phase 5,54792,+92-42-8355383,BBQ,2023-02-19,Fine Imposed,Not Critical,63,C,2023-03-16,2023-02-24,Complaint-Based,31.499434,74.238796,Lahore,Active,Royal Kabab House,DHA Phase 5,BBQ,63,Average,No medical certificates for staff; poor hygiene.,False
30001820,Mughal Darbar Allama,Lahore,357,Ferozepur Rd,Allama Iqbal Town,54740,+92-301-2325063,Fast Food,2022-08-18,Warning Issued,Not Critical,68,C,2022-09-08,2022-08-19,Enforcement Raid,31.520728,74.300353,Lahore,Active,Mughal Darbar Allama,Allama Iqbal Town,Fast Food,68,Average,Significant cleanliness issues; pests present.,False
30001821,Taste of Lahore,Lahore,176,Service Rd,Raiwind Road,54650,+92-308-5857837,Chinese,2022-11-11,Warning Issued,Not Critical,61,C,2022-11-13,2022-11-28,Follow-up,31.532414,74.291492,Lahore,Active,Taste of Lahore,Raiwind Road,Chinese,61,Average,Pests not observed but sanitation needs work.,False
30001822,Lakshmi Chaat,Lahore,178,Central Ave,DHA Phase 3,54810,+92-42-4653132,Chinese,2022-05-30,Fine Imposed,Critical,48,D,2022-06-19,2022-07-01,Enforcement Raid,31.592524,74.217798,Lahore,Closed,Lakshmi Chaat,DHA Phase 3,Chinese,48,Poor,Expired items found; immediate action required.,False
30001823,BBQ Junction,Lahore,169,Commercial Ave,DHA Phase 5,54792,+92-42-8359307,BBQ,2023-05-22,Re-inspection Required,Not Critical,63,C,2023-06-13,2023-06-27,Complaint-Based,31.592118,74.34891,Lahore,Active,BBQ Junction,DHA Phase 5,BBQ,63,Average,Expired items found; immediate action required.,False
30001824,Mamma's Kitchen,Lahore,341,DHA Main Blvd,Packages Mall,54780,+92-334-3363347,Chinese,2024-03-03,Fine Imposed,Not Critical,52,C,2024-03-22,2024-04-11,Routine Inspection,31.604983,74.383225,Lahore,Active,Mamma's Kitchen,Packages Mall,Chinese,52,Average,Expired items found; immediate action required.,False
30001825,Spice Corner,Lahore,67,Central Ave,Allama Iqbal Town,54740,+92-42-6253643,Desi,2024-05-12,Re-inspection Required,Not Critical,62,C,2024-05-18,2024-06-06,Complaint-Based,31.477478,74.305042,Lahore,Active,Spice Corner,Allama Iqbal Town,Desi,62,Average,Significant cleanliness issues; pests present.,False
30001826,Spice Corner,Lahore,429,Canal Bank Rd,Model Town,54700,+92-42-8787933,Pizza,2024-06-08,Passed,Not Critical,86,A,2024-07-06,2024-06-11,Routine Inspection,31.612531,74.200785,Lahore,Active,Spice Corner,Model Town,Pizza,86,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001827,Café Almira,Lahore,417,Liberty Market,Liberty Market,54060,+92-339-6248047,Cafe,2022-09-18,Re-inspection Required,Not Critical,63,C,2022-10-18,2022-10-30,Enforcement Raid,31.481769,74.383021,Lahore,Active,Café Almira,Liberty Market,Cafe,63,Average,Some utensils dirty; advised deep clean.,False
30001828,Majestic Grill Shahdara,Lahore,398,Shahdara Rd,Shahdara,54050,+92-317-6902944,BBQ,2024-02-23,Warning Issued,Not Critical,79,B,2024-03-07,2024-04-07,Follow-up,31.480101,74.21877,Lahore,Active,Majestic Grill Shahdara,Shahdara,BBQ,79,Good,Chilled items slightly above recommended temp.,False
30001829,Tandoori Nights,Lahore,218,Anarkali St,Old Anarkali,54010,+92-315-4559078,Chinese,2022-03-16,Re-inspection Required,Not Critical,79,B,2022-04-08,2022-03-24,Enforcement Raid,31.475645,74.248116,Lahore,Active,Tandoori Nights,Old Anarkali,Chinese,79,Good,Pests not observed but sanitation needs work.,False
30001830,Butt Karahi 213,Lahore,47,DHA Main Blvd,DHA Phase 3,54810,+92-331-6266012,Fast Food,2023-10-04,Fine Imposed,Critical,49,D,2023-10-06,2023-11-16,Complaint-Based,31.628794,74.212258,Lahore,Under Investigation,Butt Karahi 213,DHA Phase 3,Fast Food,49,Poor,Contaminated oil observed; seal recommended.,False
30001831,Majestic Grill,Lahore,271,Walton Rd,Walton Road,54040,+92-322-1826617,BBQ,2024-09-26,Re-inspection Required,Not Critical,75,B,2024-10-19,2024-10-11,Follow-up,31.553098,74.370994,Lahore,Active,Majestic Grill,Walton Road,BBQ,75,Good,Pests not observed but sanitation needs work.,False
30001832,Taste of Lahore,Lahore,312,Liberty Market,Liberty Market,54060,+92-317-1065590,Burgers,2023-02-19,No Action Needed,Not Critical,99,A,2023-03-05,2023-03-21,Routine Inspection,31.583855,74.234778,Lahore,Active,Taste of Lahore,Liberty Market,Burgers,99,Excellent,Minor record-keeping issues; overall good.,False
30001833,BBQ Junction Cavalry,Lahore,360,Canal Bank Rd,Cavalry,54020,+92-42-3279040,BBQ,2024-09-28,No Action Needed,Not Critical,85,A,2024-10-13,2024-10-25,Complaint-Based,31.51863,74.288167,Lahore,Active,BBQ Junction Cavalry,Cavalry,BBQ,85,Excellent,Kitchen hygiene satisfactory.,False
30001834,City Spice,Lahore,225,Main Blvd,Cavalry,54020,+92-314-6663203,Chinese,2023-09-27,Warning Issued,Not Critical,61,C,2023-10-11,2023-10-03,Follow-up,31.631827,74.281257,Lahore,Active,City Spice,Cavalry,Chinese,61,Average,Some utensils dirty; advised deep clean.,False
30001835,Garden Bites,Lahore,174,MM Alam Rd,Gulberg,54660,+92-336-3139713,Continental,2023-06-30,No Action Needed,Not Critical,86,A,2023-07-26,2023-07-08,Routine Inspection,31.519149,74.386747,Lahore,Active,Garden Bites,Gulberg,Continental,86,Excellent,Kitchen hygiene satisfactory.,False
30001836,Taste of Lahore,Lahore,107,Township Rd,Township,54790,+92-336-1847906,Italian,2022-11-19,Passed,Not Critical,88,A,2022-12-06,2022-12-28,Complaint-Based,31.550849,74.378328,Lahore,Active,Taste of Lahore,Township,Italian,88,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001837,Butt Karahi,Lahore,243,Anarkali St,Old Anarkali,54010,+92-336-2172236,Fast Food,2022-09-27,Fine Imposed,Not Critical,69,C,2022-10-04,2022-10-25,Routine Inspection,31.587731,74.221928,Lahore,Active,Butt Karahi,Old Anarkali,Fast Food,69,Average,Contaminated oil observed; seal recommended.,False
30001838,Taste of Lahore 817,Lahore,178,Canal Bank Rd,Gaddafi Stadium,54780,+92-323-6285800,Desi,2022-06-29,Fine Imposed,Not Critical,55,C,2022-07-01,2022-07-04,Enforcement Raid,31.638082,74.237395,Lahore,Active,Taste of Lahore 817,Gaddafi Stadium,Desi,55,Average,Chilled items slightly above recommended temp.,False
30001839,Waris Nihari,Lahore,18,Stadium Rd,Gaddafi Stadium,54780,+92-42-6567104,Continental,2022-07-01,Advisory Issued,Not Critical,94,A,2022-07-07,2022-07-26,Complaint-Based,31.62531,74.278459,Lahore,Active,Waris Nihari,Gaddafi Stadium,Continental,94,Excellent,Minor record-keeping issues; overall good.,False
30001840,Eastern Flavors 474,Lahore,129,Cantt Rd,Lahore Cantt,54770,+92-336-8019638,Continental,2022-07-10,Re-inspection Required,Not Critical,77,B,2022-07-30,2022-07-13,Enforcement Raid,31.57585,74.23303,Lahore,Active,Eastern Flavors 474,Lahore Cantt,Continental,77,Good,Packaging labels missing; hygiene average.,False
30001841,Majestic Grill 307,Lahore,204,Main Blvd,Johar Town,54782,+92-310-8747979,BBQ,2024-11-07,Passed,Not Critical,100,A,2024-12-05,2024-12-05,Complaint-Based,31.583731,74.221285,Lahore,Active,Majestic Grill 307,Johar Town,BBQ,100,Excellent,Storage organized; recommend improved handwashing.,False
30001842,Heritage Bistro,Lahore,469,Shadman Rd,Shadman,54030,+92-323-4658227,Pakistani,2022-01-30,No Action Needed,Not Critical,90,A,2022-02-20,2022-02-26,Follow-up,31.576827,74.228102,Lahore,Active,Heritage Bistro,Shadman,Pakistani,90,Excellent,Storage organized; recommend improved handwashing.,False
30001843,Butt Karahi Fortress,Lahore,375,Mall Rd,Fortress Stadium,54070,+92-42-6659430,Fast Food,2023-08-04,Warning Issued,Not Critical,83,B,2023-08-07,2023-09-03,Follow-up,31.560548,74.261813,Lahore,Active,Butt Karahi Fortress,Fortress Stadium,Fast Food,83,Good,Packaging labels missing; hygiene average.,False
30001844,Taste of Lahore,Lahore,335,Ferozepur Rd,Ferozepur Road,54770,+92-326-4633913,Pizza,2023-01-12,Warning Issued,Not Critical,73,B,2023-01-23,2023-02-22,Enforcement Raid,31.621134,74.305672,Lahore,Active,Taste of Lahore,Ferozepur Road,Pizza,73,Good,Storage practices need improvement.,False
30001845,Mughal Darbar Gulberg,Lahore,172,Main Blvd,Gulberg,54660,+92-312-6585083,Fast Food,2024-08-11,Warning Issued,Not Critical,78,B,2024-09-04,2024-08-15,Complaint-Based,31.471645,74.345818,Lahore,Active,Mughal Darbar Gulberg,Gulberg,Fast Food,78,Good,Packaging labels missing; hygiene average.,False
30001846,Taste of Lahore,Lahore,203,Main Blvd,Liberty Market,54060,+92-336-7055412,Continental,2024-04-16,Re-inspection Required,Not Critical,81,B,2024-04-17,2024-05-26,Follow-up,31.591068,74.289541,Lahore,Active,Taste of Lahore,Liberty Market,Continental,81,Good,Chilled items slightly above recommended temp.,False
30001847,Rahat Tikka,Lahore,79,Model Town Rd,Garden Town,54750,+92-333-5299783,BBQ,2022-10-14,No Action Needed,Not Critical,99,A,2022-10-19,2022-10-22,Complaint-Based,31.468516,74.253113,Lahore,Active,Rahat Tikka,Garden Town,BBQ,99,Excellent,Minor record-keeping issues; overall good.,False
30001848,Lahore Grill House 323,Lahore,246,Main Blvd,Cavalry,54020,+92-312-8602748,BBQ,2022-09-25,Warning Issued,Not Critical,81,B,2022-09-26,2022-10-12,Routine Inspection,31.506948,74.387143,Lahore,Active,Lahore Grill House 323,Cavalry,BBQ,81,Good,Chilled items slightly above recommended temp.,False
30001849,Mamma's Kitchen Walton,Lahore,110,Walton Rd,Walton Road,54040,+92-330-1775752,Cafe,2022-06-08,Re-inspection Required,Not Critical,82,B,2022-06-13,2022-07-15,Follow-up,31.474372,74.323987,Lahore,Active,Mamma's Kitchen Walton,Walton Road,Cafe,82,Good,Some utensils dirty; advised deep clean.,False
30001850,Al-Nakhal,Lahore,186,MM Alam Rd,MM Alam Road,54660,+92-312-3564045,BBQ,2024-01-27,Passed,Not Critical,100,A,2024-02-26,2024-02-15,Enforcement Raid,31.629554,74.311398,Lahore,Active,Al-Nakhal,MM Alam Road,BBQ,100,Excellent,Kitchen hygiene satisfactory.,False
30001851,Saffron Lounge,Lahore,236,Market Rd,Old Anarkali,54010,+92-337-6509997,Pizza,2022-04-22,Fine Imposed,Critical,44,D,2022-05-13,2022-06-03,Complaint-Based,31.600305,74.280575,Lahore,Closed,Saffron Lounge,Old Anarkali,Pizza,44,Poor,Unsafe storage and mold in refrigerated unit.,False
30001852,Rahat Tikka Johar,Lahore,13,Commercial Ave,Johar Town,54782,+92-319-6091017,BBQ,2024-03-28,Warning Issued,Not Critical,81,B,2024-04-16,2024-04-16,Follow-up,31.536286,74.336857,Lahore,Active,Rahat Tikka Johar,Johar Town,BBQ,81,Good,Storage practices need improvement.,False
30001853,Silk Street Café DHA,Lahore,349,Canal Bank Rd,DHA Phase 5,54792,+92-333-7853068,Cafe,2024-11-01,Passed,Not Critical,85,A,2024-11-12,2024-11-02,Complaint-Based,31.517078,74.236154,Lahore,Active,Silk Street Café DHA,DHA Phase 5,Cafe,85,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001854,Eastern Flavors 158,Lahore,85,Stadium Rd,Gaddafi Stadium,54780,+92-324-7380757,Continental,2022-10-27,No Action Needed,Not Critical,89,A,2022-11-06,2022-11-24,Follow-up,31.547568,74.326401,Lahore,Active,Eastern Flavors 158,Gaddafi Stadium,Continental,89,Excellent,Minor record-keeping issues; overall good.,False
30001855,Lakshmi Chaat 537,Lahore,368,Canal Bank Rd,Gaddafi Stadium,54780,+92-303-5537933,Desi,2022-12-29,Passed,Not Critical,85,A,2023-01-05,2023-01-14,Complaint-Based,31.625048,74.395628,Lahore,Active,Lakshmi Chaat 537,Gaddafi Stadium,Desi,85,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30001856,Sufi Biryani 101,Lahore,204,Model Town Rd,Model Town,54700,+92-319-7481628,Fast Food,2022-04-09,Re-inspection Required,Not Critical,57,C,2022-04-21,2022-04-19,Enforcement Raid,31.60155,74.349242,Lahore,Active,Sufi Biryani 101,Model Town,Fast Food,57,Average,No medical certificates for staff; poor hygiene.,False
30001857,Saffron Lounge,Lahore,490,Raiwind Rd,Raiwind Road,54650,+92-316-5275197,Pakistani,2023-05-19,Warning Issued,Not Critical,72,B,2023-05-21,2023-06-21,Enforcement Raid,31.574317,74.264802,Lahore,Active,Saffron Lounge,Raiwind Road,Pakistani,72,Good,Storage practices need improvement.,False
30001858,Mughal Darbar Johar,Lahore,118,Commercial Ave,Johar Town,54782,+92-335-4822824,Pizza,2022-07-27,Re-inspection Required,Not Critical,83,B,2022-07-30,2022-08-21,Follow-up,31.503571,74.284166,Lahore,Active,Mughal Darbar Johar,Johar Town,Pizza,83,Good,Storage practices need improvement.,False
30001859,Eastern Flavors,Lahore,412,Raiwind Rd,Raiwind Road,54650,+92-331-5155754,Continental,2022-01-05,No Action Needed,Not Critical,100,A,2022-01-10,2022-01-06,Routine Inspection,31.527111,74.21916,Lahore,Active,Eastern Flavors,Raiwind Road,Continental,100,Excellent,Minor record-keeping issues; overall good.,False
30001860,Sufi Biryani 893,Lahore,93,Fortress Stadium Rd,Fortress Stadium,54070,+92-315-2667758,Chinese,2022-11-08,No Action Needed,Not Critical,89,A,2022-11-15,2022-12-03,Follow-up,31.585778,74.258218,Lahore,Active,Sufi Biryani 893,Fortress Stadium,Chinese,89,Excellent,Kitchen hygiene satisfactory.,False
30001861,Al-Nakhal,Lahore,304,College Rd,Johar Town,54782,+92-331-1763389,BBQ,2023-05-16,Advisory Issued,Not Critical,99,A,2023-05-31,2023-05-27,Routine Inspection,31.616749,74.236586,Lahore,Active,Al-Nakhal,Johar Town,BBQ,99,Excellent,Minor record-keeping issues; overall good.,False
